"post-thumbnail href","video-label","post-thumbnail src","entry-title"
"https://movies4u.contact/the-conjuring-last-rites-2025-multi-audio-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/the-conjuring-last-rites.webp","The Conjuring: Last Rites (2025) WEB-DL Multi Audio [Hindi ORG. + English + Tamil + Telugu] Full Movie 480p [650MB] | 720p [1.7GB] | 1080p [2.8GB] | 2160p 4K [25.6GB]"
"https://movies4u.contact/kaun-banega-crorepati-season-17-hindi-tv-show-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/08/kbc.webp","Kaun Banega Crorepati (Season 17) Hindi TV Show [S17 Ep50 (17 OCT) Added] 720p | 1080p WEB-DL"
"https://movies4u.contact/no-one-saw-us-leave-netflix-original-2025-season-1-complete-dual-audio-hindi-org-english-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/No-One-Saw-Us-Leave.webp","No One Saw Us Leave – Netflix Original (2025) Season 1 Complete Dual Audio [Hindi ORG. + English] WEB Series 720p | 1080p WEB-DL"
"https://movies4u.contact/hitman-2-2025-web-dl-multi-audio-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/Hitman-2.webp","Hitman 2 (2025) WEB-DL Multi Audio [Hindi ORG. + English + Korean + Tamil] Full Movie 480p [550MB] | 720p [1.1GB] | 1080p [1.9GB]"
"https://movies4u.contact/genie-make-a-wish-2025-season-1-multi-audio-netflix-original-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/genie-make-a-wish.webp","Genie, Make a Wish (2025) Season 1 [Hindi ORG. + Multi Audio] Netflix Original WEB Series 480p | 720p | 1080p WEB-DL"
"https://movies4u.contact/gen-v-season-1-2-multi-audio-complete-amazon-prime-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2023/09/Gen-V-2023-Hindi-Dubbed.jpg","Gen V (Season 1-2) [S02Ep07 – Added] [Hindi ORG. + Multi Audio] Complete Amazon Prime Series 480p | 720p | 1080p WEB-DL"
"https://movies4u.contact/confidence-queen-2025-season-1-multi-audio-amazon-prime-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/confidence-queen.webp","Confidence Queen (2025) Season 1 Complete [Hindi + Multi Audio] Amazon Prime Web Series 480p | 720p | 1080p WEB-DL"
"https://movies4u.contact/kantara-chapter-1-2025-hindi-full-movie/","HDTS","https://movies4u.contact/wp-content/uploads/2025/10/kantara-chapter-1.webp","Kantara: Chapter 1 (2025) [Hindi (LiNE)] Full Movie HQ-HDTC 480p [550MB] | 720p [1.4GB] | 1080p [3.2GB]"
"https://movies4u.contact/the-game-you-never-play-alone-2025-season-1-multi-audio-netflix-original-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/the-game-you-never-play-alone.webp","The Game: You Never Play Alone (2025) Season 1 [Hindi ORG. + Multi Audio] Netflix Original WEB Series 480p | 720p | 1080p WEB-DL"
"https://movies4u.contact/steve-netflix-original-2025-web-dl-dual-audio-hindi-org-english-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/steve.webp","Steve – Netflix Original (2025) WEB-DL Dual Audio [Hindi ORG. + English] Full Movie 480p [400MB] | 720p [800MB] | 1080p [2GB]"
"https://movies4u.contact/play-dirty-amazon-prime-2025-web-dl-multi-audio-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/play-dirty.webp","Play Dirty – Amazon Prime (2025) WEB-DL [Hindi ORG. + Multi Audio] Full Movie 480p [700MB] | 720p [1.5GB] | 1080p [2.6GB] | 2160p 4K [16.4GB]"
"https://movies4u.contact/sunny-sanskari-ki-tulsi-kumari-2025-hindi-full-movie/","HDTS","https://movies4u.contact/wp-content/uploads/2025/10/sunny-sanskari-ki-tulsi-kumari.webp","Sunny Sanskari Ki Tulsi Kumari (2025) [Hindi (LiNE)] Full Movie HQ-HDTC 480p [450MB] | 720p [1GB] | 1080p [2.1GB]"
"https://movies4u.contact/peacemaker-season-1-2-multi-audio-complete-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2022/02/Peacemaker.webp","[18+] Peacemaker (Season 1-2) Complete Multi Audio [Hindi ORG. + English + Tamil] Complete WEB Series 480p | 720p | 1080p WEB-DL"
"https://movies4u.contact/ghaati-2025-web-dl-multi-audio-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/Ghaati.webp","Ghaati (2025) WEB-DL Multi Audio [Hindi ORG. + Tamil + Telugu + Malayalam + Kannada] Full Movie 480p [750MB] | 720p [1.9GB] | 1080p [3.8GB] | 2160p 4K [18.8GB]"
"https://movies4u.contact/dil-madharaasi-2025-multi-audio-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/dil-madharaasi.webp","Dil Madharaasi – Madharaasi (2025) WEB-DL Multi Audio [Hindi ORG. + Tamil + Telugu + Malayalam + Kannada] Full Movie 480p [850MB] | 720p [1.9GB] | 1080p [3.5GB] | 2160p 4K [15GB]"
"https://movies4u.contact/they-call-him-og-2025-dual-audio-hindi-telugu-full-movie/","PRE-HD","https://movies4u.contact/wp-content/uploads/2025/09/they-call-him-og.webp","They Call Him OG (2025) PRE-HD Dual Audio [Hindi (LiNE) + Telugu] Full Movie 480p [550MB] | 720p [1.5GB] | 1080p [2.8GB]"
"https://movies4u.contact/cid-season-02-hindi-indian-show-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2024/12/CID.webp","CID (Season 02) Hindi Indian Show [Ep-01-88 (19 OCT) Added] 720p | 1080p WEB-DL"
"https://movies4u.contact/ashke-2018-web-dl-punjabi-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/Ashke.webp","Ashke (2018) WEB-DL Punjabi Full Movie 480p [400MB] | 720p [1.4GB] | 1080p [2.4GB]"
"https://movies4u.contact/anveshi-2023-web-dl-dual-audio-hindi-org-telugu-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2024/03/anveshi-1.webp","Anveshi (2023) WEB-DL Dual Audio [Hindi ORG. + Telugu] Full Movie 480p [450MB] | 720p [1.2GB] | 1080p [2.6GB]"
"https://movies4u.contact/thalainagaram-2-2023-web-dl-dual-audio-hindi-org-tamil-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/Thalainagaram-2.webp","Thalainagaram 2 (2023) WEB-DL Dual Audio [Hindi ORG. + Tamil] Full Movie 480p [500MB] | 720p [1.3GB] | 1080p [2.8GB]"
"https://movies4u.contact/a-big-bold-beautiful-journey-2025-web-dl-dual-audio-hindi-org-english-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/a-big-bold-beautiful-journey.webp","A Big Bold Beautiful Journey (2025) WEB-DL Dual Audio [Hindi ORG. + English] Full Movie 480p [400MB] | 720p [1GB] | 1080p [2.3GB] | 2160p 4K [10.3GB]"
"https://movies4u.contact/ranma-%c2%bd-netflix-original-season-1-2-multi-audio-anime-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/ranma.webp","Ranma ½ – Netflix Original (Season 1-2) [S2Ep03 Added] Multi Audio [Hindi ORG. + English + Japanese] Anime Series 720p | 1080p WEB-DL"
"https://movies4u.contact/thelma-2024-bluray-dual-audio-hindi-org-english-full-movie/","BluRay","https://movies4u.contact/wp-content/uploads/2025/10/thelma.webp","Thelma (2024) BluRay Dual Audio [Hindi ORG. + English] Full Movie 480p [450MB] | 720p [950MB] | 1080p [1.8GB]"
"https://movies4u.contact/i-did-it-my-way-2023-bluray-dual-audio-hindi-org-chinese-full-movie/","BluRay","https://movies4u.contact/wp-content/uploads/2025/10/i-did-it-my-way.webp","I Did It My Way (2023) BluRay Dual Audio [Hindi ORG. + Chinese] Full Movie 480p [400MB] | 720p [1.1GB] | 1080p [2.3GB] | 2160p 4K [15.9GB]"
"https://movies4u.contact/yaiba-samurai-legend-2025-season-1-dual-audio-hindi-japanese-anime-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/08/yaiba-samurai-legend.webp","YAIBA: Samurai Legend (2025) Season 1 [Ep 01-21 Added !] Dual Audio [Hindi + Japanese] Anime Series 720p | 1080p WEB-DL"
"https://movies4u.contact/27-nights-2025-web-dl-dual-audio-hindi-org-english-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/27-nights.webp","27 Nights (2025) WEB-DL Dual Audio [Hindi ORG. + English] Full Movie 480p [400MB] | 720p [900MB] | 1080p [2.8GB]"
"https://movies4u.contact/the-error-2025-web-dl-punjabi-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/The-Error.webp","The Error (2025) WEB-DL Punjabi Full Movie 480p [300MB] | 720p [850MB] | 1080p [1.4GB]"
"https://movies4u.contact/prathinidhi-2-2024-web-dl-dual-audio-hindi-org-telugu-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/prathinidhi-2.webp","Prathinidhi 2 (2024) WEB-DL Dual Audio [Hindi ORG. + Telugu] Full Movie 480p [450MB] | 720p [1.4GB] | 1080p [2.8GB] | 2160p 4K [5.6GB]"
"https://movies4u.contact/the-twits-2025-web-dl-multi-audio-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/the-twits.webp","The Twits (2025) WEB-DL Multi Audio [Hindi ORG. + English + Tamil + Telugu] Full Movie 480p [650MB] | 720p [1.3GB] | 1080p [2.7GB]"
"https://movies4u.contact/ncis-tony-ziva-2025-season-1-dual-audio-hindi-english-jstar-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/ncis-tony-ziva.webp","NCIS: Tony & Ziva (2025 ) Season 1 Complete Dual Audio [Hindi + English] JSTAR WEB Series 720p | 1080p WEB-DL"
"https://movies4u.contact/we-live-in-time-2024-bluray-dual-audio-hindi-org-english-full-movie/","BluRay","https://movies4u.contact/wp-content/uploads/2025/04/we-live-in-time.webp","We Live in Time (2024) BluRay Dual Audio [Hindi ORG. + English] Full Movie 480p [500MB] | 720p [1.1GB] | 1080p [2.4GB] | 2160p 4K [5.2GB]"
"https://movies4u.contact/striking-rescue-2024-bluray-dual-audio-hindi-org-chinese-full-movie/","BluRay","https://movies4u.contact/wp-content/uploads/2025/10/striking-rescue.webp","Striking Rescue (2024) BluRay Dual Audio [Hindi ORG. + Chinese] Full Movie 480p [450MB] | 720p [1GB] | 1080p [2.3GB] | 2160p 4K [5GB]"
"https://movies4u.contact/rambo-in-love-2025-season-1-multi-audio-hotstar-special-complete-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/Rambo-In-Love.webp","Rambo In Love (2025) Season 1 [S01Ep24 Added] (Hindi + Multi Audio) Hotstar Special Complete Web Series 480p | 720p | 1080p WEB-DL"
"https://movies4u.contact/police-police-2025-season-1-multi-audio-hotstar-special-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/police-police.webp","Police Police (2025) Season 1 [Ep20 Added] [Hindi + Multi Audio] Hotstar Special Web Series 480p | 720p | 1080p WEB-DL"
"https://movies4u.contact/greater-kalesh-2025-web-dl-multi-audio-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/Greater-Kalesh.webp","Greater Kalesh (2025) WEB-DL Multi Audio [Hindi ORG. + Tamil + Telugu] Full Movie 480p [300MB] | 720p [500MB] | 1080p [1.2GB] | 2160p 4K [5.2GB]"
"https://movies4u.contact/following-2024-web-dl-dual-audio-hindi-org-korean-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/following.webp","Following (2024) WEB-DL Dual Audio [Hindi ORG. + Korean] Full Movie 480p [350MB] | 720p [800MB] | 1080p [1.5GB]"
"https://movies4u.contact/rise-and-fall-season-1-hindi-tv-show-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/09/Rise-And-Fall.webp","Rise And Fall (Season 1) Hindi TV Show [S01 Ep01-42 Added] 720p | 1080p WEB-DL"
"https://movies4u.contact/the-rule-of-jenny-pen-2024-web-dl-dual-audio-hindi-org-english-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/The-Rule-of-Jenny-Pen.webp","The Rule of Jenny Pen (2024) WEB-DL Dual Audio [Hindi ORG. + English] Full Movie 480p [350MB] | 720p [1GB] | 1080p [2.2GB]"
"https://movies4u.contact/the-road-2023-web-dl-dual-audio-hindi-org-tamil-full-movie/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/10/the-road-2023.webp","The Road (2023) WEB-DL Dual Audio [Hindi ORG. + Tamil] Full Movie 480p [500MB] | 720p [1.4GB] | 1080p [2.8GB]"
"https://movies4u.contact/death-note-season-1-multi-audio-anime-web-series-web-dl/","WEB-DL","https://movies4u.contact/wp-content/uploads/2025/08/death-note.webp","Death Note (Season 1) [S01E18 Added] [Hindi + Multi Audio] Anime WEB Series 720p | 1080p WEB-DL"
